episode_id,frame_index,global_index,episode_length,max_frame_index,task_progress,language_condition,instruction,selection_seed,noise_seed,noise_id,actual_compute_device,expert_action_x,expert_action_y,expert_action_z,expert_action_roll,expert_action_pitch,expert_action_yaw,expert_action_gripper,pred_action_x,pred_action_y,pred_action_z,pred_action_roll,pred_action_pitch,pred_action_yaw,pred_action_gripper,inference_time_ms,abs_err_x,abs_err_y,abs_err_z,abs_err_roll,abs_err_pitch,abs_err_yaw,abs_err_gripper,translation_error_l2,rotation_error_l2,gripper_absolute_error,overall_action_mae,translation_cosine_similarity,translation_cosine_defined
0,0,0,258,257,0.0,correct,put both the cream cheese box and the butter in the basket,2026080807,7100000,sha256:eb82f8a65a178801,mps:0,0.3187499940395355,-0.2491071373224258,0.1848214268684387,-0.0053571430034935,0.1210714280605316,-0.0299999993294477,-1.0,0.3254126608371734,-0.263862282037735,-0.0555142760276794,-0.0023008082062005,-0.045900322496891,0.004933875054121,-0.9940841197967528,729.8195420298725,0.006662666797637884,0.014755144715309199,0.2403357028961181,0.003056334797293,0.1669717505574226,0.0349338743835687,0.005915880203247181,0.24088037593585165,0.1706144256680843,0.005915880203247181,0.06751876490722811,0.8469564536077459,True
0,0,0,258,257,0.0,paraphrase,place the cream cheese box and the butter together inside the basket,2026080807,7100000,sha256:eb82f8a65a178801,mps:0,0.3187499940395355,-0.2491071373224258,0.1848214268684387,-0.0053571430034935,0.1210714280605316,-0.0299999993294477,-1.0,0.5048565864562988,-0.3248112797737121,-0.1120077818632125,-0.0010130747687071,-0.0540304109454155,-0.0030194360297173,-1.0016489028930664,503.3198751043528,0.1861065924167633,0.07570414245128632,0.2968292087316512,0.0043440682347864,0.1751018390059471,0.0269805632997304,0.0016489028930664062,0.3584332017008498,0.17722154425482206,0.0016489028930664062,0.10953075957617588,0.8141682657072354,True
0,0,0,258,257,0.0,contradictory,put the cream cheese box in the basket but leave the butter outside the basket,2026080807,7100000,sha256:eb82f8a65a178801,mps:0,0.3187499940395355,-0.2491071373224258,0.1848214268684387,-0.0053571430034935,0.1210714280605316,-0.0299999993294477,-1.0,0.1488468945026397,-0.024122454226017,-0.0232942327857017,-0.0002893487690016,-0.0401786118745803,-0.0042063645087182,-0.9992334842681884,557.5719999615103,0.16990309953689584,0.2249846830964088,0.2081156596541404,0.0050677942344918995,0.1612500399351119,0.0257936348207295,0.0007665157318116345,0.3504244549878245,0.16337860788592698,0.0007665157318116345,0.11369734671565569,0.7242563574323413,True
0,0,0,258,257,0.0,unrelated,open the top drawer of the cabinet,2026080807,7100000,sha256:eb82f8a65a178801,mps:0,0.3187499940395355,-0.2491071373224258,0.1848214268684387,-0.0053571430034935,0.1210714280605316,-0.0299999993294477,-1.0,0.1811013221740722,-0.5266155004501343,-0.0757442861795425,-0.0032080532982945,-0.0416191406548023,0.0358376055955886,-0.9946099519729614,552.6859578676522,0.1376486718654633,0.2775083631277085,0.2605657130479812,0.0021490897051989998,0.1626905687153339,0.0658376049250363,0.005390048027038574,0.4047870295455982,0.17552045452808324,0.005390048027038574,0.1302557227733944,0.6997454312531471,True
0,13,13,258,257,0.0505836575875486,correct,put both the cream cheese box and the butter in the basket,2026080807,7100013,sha256:5bac18bc2b7d1d9a,mps:0,0.6267856955528259,-0.7044642567634583,-0.0,0.0,0.0857142880558967,-0.0407142862677574,-1.0,0.8030716776847839,-0.6027719378471375,-0.1160697937011718,0.0034818747080862,0.0078484797850251,-0.0280283894389867,-0.9962433576583862,527.8473750222474,0.176285982131958,0.1016923189163208,0.1160697937011718,0.0034818747080862,0.0778658082708716,0.012685896828770703,0.0037566423416137695,0.23428673080787205,0.07896923152411425,0.0037566423416137695,0.07026261669982756,0.9736215836607545,True
0,13,13,258,257,0.0505836575875486,paraphrase,place the cream cheese box and the butter together inside the basket,2026080807,7100013,sha256:5bac18bc2b7d1d9a,mps:0,0.6267856955528259,-0.7044642567634583,-0.0,0.0,0.0857142880558967,-0.0407142862677574,-1.0,0.8252043128013611,-0.5489411354064941,-0.2122452110052108,0.0041216406971216,-0.0037618745118379,-0.0392044633626937,-1.001391887664795,496.83175003156066,0.19841861724853516,0.1555231213569641,0.2122452110052108,0.0041216406971216,0.08947616256773461,0.0015098229050636985,0.0013918876647949219,0.32955336220721543,0.08958376613588255,0.0013918876647949219,0.09466949477791785,0.9457935724751559,True
0,13,13,258,257,0.0505836575875486,contradictory,put the cream cheese box in the basket but leave the butter outside the basket,2026080807,7100013,sha256:5bac18bc2b7d1d9a,mps:0,0.6267856955528259,-0.7044642567634583,-0.0,0.0,0.0857142880558967,-0.0407142862677574,-1.0,0.7743131518363953,-0.5300963521003723,-0.104373775422573,0.0035068872384727,0.0024247474502772,-0.0375216528773307,-0.9941504001617432,529.1382919531316,0.14752745628356934,0.17436790466308594,0.104373775422573,0.0035068872384727,0.08328954060561951,0.003192633390426705,0.005849599838256836,0.2511222840172835,0.08342444929613962,0.005849599838256836,0.07458682820600059,0.964584189185282,True
0,13,13,258,257,0.0505836575875486,unrelated,open the top drawer of the cabinet,2026080807,7100013,sha256:5bac18bc2b7d1d9a,mps:0,0.6267856955528259,-0.7044642567634583,-0.0,0.0,0.0857142880558967,-0.0407142862677574,-1.0,0.4223752617835998,-0.6288926005363464,-0.2157550454139709,-0.0057684946805238,-0.0082220248878002,0.027453051880002,-0.9774485230445862,513.1651668343693,0.20441043376922613,0.07557165622711182,0.2157550454139709,0.0057684946805238,0.0939363129436969,0.06816733814775941,0.02255147695541382,0.30666747509349046,0.11620710998250652,0.02255147695541382,0.09802296544824325,0.952915339835793,True
0,27,27,258,257,0.1050583657587548,correct,put both the cream cheese box and the butter in the basket,2026080807,7100027,sha256:6357e83ab1d4d19b,mps:0,0.3642857074737549,-0.0910714268684387,-0.7741071581840515,0.010714286006987,-0.0257142856717109,-0.0,-1.0,0.5563234686851501,-0.4155029058456421,-0.4409889280796051,0.0052670468576252,0.0042556757107377,-0.0184417031705379,-1.0132862329483032,522.1076670568436,0.19203776121139526,0.32443147897720337,0.3331182301044464,0.005447239149361799,0.029969961382448597,0.0184417031705379,0.013286232948303223,0.5030924780896047,0.03560853009386975,0.013286232948303223,0.13096180099195667,0.8221923622584023,True
0,27,27,258,257,0.1050583657587548,paraphrase,place the cream cheese box and the butter together inside the basket,2026080807,7100027,sha256:6357e83ab1d4d19b,mps:0,0.3642857074737549,-0.0910714268684387,-0.7741071581840515,0.010714286006987,-0.0257142856717109,-0.0,-1.0,0.3186362683773041,-0.2673052847385406,-0.61581951379776,0.0052244774997234,-0.0176887363195419,-0.0167215019464492,-1.0147608518600464,499.2276248522103,0.045649439096450806,0.17623385787010187,0.1582876443862915,0.0054898085072636,0.008025549352168999,0.0167215019464492,0.014760851860046387,0.2412410046301435,0.019343114206239607,0.014760851860046387,0.06073837900268177,0.9652404355270311,True
